區域別,戶數,人口數
屏東縣,805,2319
屏東縣,427,1204
屏東縣,453,1402
屏東縣,3465,9671
屏東縣,1099,3395
屏東縣,1715,4676
屏東縣,853,2315
屏東縣,171,408
屏東縣,106,230
屏東縣,832,2186
屏東縣,2095,6090
屏東縣,334,905
屏東縣,349,836
屏東縣,353,877
屏東縣,2047,5568
屏東縣,2601,6013
屏東縣,956,2372
屏東縣,1103,3001
屏東縣,1023,2804
屏東縣,2624,7236
屏東縣,995,2849
屏東縣,779,2399
屏東縣,4981,13880
屏東縣,767,1816
屏東縣,5157,13350
屏東縣,483,1550
屏東縣,306,998
屏東縣,407,1336
屏東縣,392,1161
屏東縣,556,1770
屏東縣,1418,3352
屏東縣,228,607
屏東縣,260,697
屏東縣,546,1442
屏東縣,432,1176
屏東縣,2120,5756
屏東縣,321,1036
屏東縣,2224,6262
屏東縣,2747,7596
屏東縣,890,2492
屏東縣,572,1689
屏東縣,907,2659
屏東縣,854,2625
屏東縣,2990,8310
屏東縣,514,1454
屏東縣,531,1641
屏東縣,342,1040
屏東縣,197,570
屏東縣,662,1905
屏東縣,574,1891
屏東縣,659,2080
屏東縣,588,1802
屏東縣,903,2507
屏東縣,227,655
屏東縣,187,506
屏東縣,289,769
屏東縣,232,628
屏東縣,341,906
屏東縣,741,2126
屏東縣,350,1019
屏東縣,518,1567
屏東縣,262,725
屏東縣,546,1678
屏東縣,705,2369
屏東縣,1135,3432
屏東縣,687,2244
屏東縣,715,1952
屏東縣,2387,6614
屏東縣,660,2326
屏東縣,604,1833
屏東縣,3614,10566
屏東縣,570,1582
屏東縣,388,1256
屏東縣,230,645
屏東縣,79,181
屏東縣,442,1114
屏東縣,1018,2726
屏東縣,528,1387
屏東縣,1854,5032
屏東縣,1345,3721
屏東縣,386,1032
屏東縣,206,605
屏東縣,230,539
屏東縣,434,1165
屏東縣,402,1112
屏東縣,479,1262
屏東縣,660,1909
屏東縣,927,2643
屏東縣,592,1661
屏東縣,759,2114
屏東縣,565,1495
屏東縣,509,1370
屏東縣,224,730
屏東縣,322,1036
屏東縣,1274,4133
屏東縣,281,834
屏東縣,527,1685
屏東縣,776,2725
屏東縣,721,2417
屏東縣,543,2006
屏東縣,762,2608
屏東縣,328,1207
屏東縣,662,2226
屏東縣,452,1856
屏東縣,437,1686
屏東縣,261,937
屏東縣,410,1470
屏東縣,428,1603
屏東縣,339,1149
屏東縣,671,2354
屏東縣,575,1887
屏東縣,583,1943
屏東縣,579,2072
屏東縣,709,2444
屏東縣,496,1791
屏東縣,365,1279
屏東縣,655,2433
屏東縣,434,1687
屏東縣,370,1361
屏東縣,283,1025
屏東縣,184,643
屏東縣,146,482
屏東縣,1028,2968
屏東縣,1407,4034
屏東縣,740,2333
屏東縣,1102,2946
屏東縣,447,1256
屏東縣,353,1038
屏東縣,394,1254
屏東縣,587,1668
屏東縣,631,1927
屏東縣,410,1398
屏東縣,305,889
屏東縣,838,2771
屏東縣,578,2059
屏東縣,487,1636
屏東縣,414,1316
屏東縣,295,810
屏東縣,768,2404
屏東縣,349,1070
屏東縣,636,1784
屏東縣,1006,2882
屏東縣,425,1378
屏東縣,308,967
屏東縣,261,760
屏東縣,540,1777
屏東縣,483,1598
屏東縣,600,1876
屏東縣,477,1528
屏東縣,416,1324
屏東縣,535,1817
屏東縣,624,2101
屏東縣,450,1431
屏東縣,481,1691
屏東縣,1648,5130
屏東縣,578,1817
屏東縣,1125,3715
屏東縣,460,1369
屏東縣,336,1052
屏東縣,510,1590
屏東縣,796,2519
屏東縣,513,1725
屏東縣,532,1844
屏東縣,519,1935
屏東縣,635,1944
屏東縣,819,2918
屏東縣,751,2395
屏東縣,628,2236
屏東縣,337,1148
屏東縣,181,589
屏東縣,1039,3740
屏東縣,904,3351
屏東縣,653,2225
屏東縣,884,2853
屏東縣,597,2017
屏東縣,344,1228
屏東縣,679,2146
屏東縣,233,651
屏東縣,316,1082
屏東縣,613,1873
屏東縣,1237,4090
屏東縣,334,1121
屏東縣,1008,2509
屏東縣,578,1477
屏東縣,361,879
屏東縣,307,703
屏東縣,399,1191
屏東縣,495,1410
屏東縣,267,657
屏東縣,304,909
屏東縣,279,754
屏東縣,541,1419
屏東縣,619,1689
屏東縣,893,2162
屏東縣,512,1434
屏東縣,445,1140
屏東縣,427,1309
屏東縣,395,1176
屏東縣,428,1246
屏東縣,550,1413
屏東縣,567,1706
屏東縣,461,1442
屏東縣,284,861
屏東縣,612,1897
屏東縣,327,1034
屏東縣,194,625
屏東縣,426,1240
屏東縣,411,1207
屏東縣,528,1651
屏東縣,704,2397
屏東縣,636,1958
屏東縣,535,1916
屏東縣,473,1710
屏東縣,407,1454
屏東縣,472,1368
屏東縣,1741,4629
屏東縣,1320,3595
屏東縣,497,1535
屏東縣,237,662
屏東縣,891,2561
屏東縣,1077,3233
屏東縣,1767,5224
屏東縣,1054,3201
屏東縣,600,1957
屏東縣,716,2197
屏東縣,656,2086
屏東縣,1106,3422
屏東縣,353,1085
屏東縣,394,1251
屏東縣,918,2806
屏東縣,603,1857
屏東縣,921,2877
屏東縣,1009,2939
屏東縣,267,1024
屏東縣,697,2039
屏東縣,797,2972
屏東縣,487,1551
屏東縣,383,971
屏東縣,627,1737
屏東縣,312,992
屏東縣,245,802
屏東縣,222,690
屏東縣,475,1498
屏東縣,357,1146
屏東縣,224,735
屏東縣,182,550
屏東縣,923,2890
屏東縣,169,552
屏東縣,394,986
屏東縣,263,892
屏東縣,431,1310
屏東縣,424,1387
屏東縣,401,1409
屏東縣,879,2245
屏東縣,398,1207
屏東縣,369,1066
屏東縣,279,841
屏東縣,640,1919
屏東縣,374,1277
屏東縣,491,1510
屏東縣,546,1404
屏東縣,393,1032
屏東縣,384,1141
屏東縣,255,709
屏東縣,614,1914
屏東縣,1603,5019
屏東縣,750,2320
屏東縣,597,1723
屏東縣,873,2504
屏東縣,282,833
屏東縣,349,1013
屏東縣,409,1087
屏東縣,171,536
屏東縣,1076,3188
屏東縣,229,717
屏東縣,589,2010
屏東縣,936,2982
屏東縣,705,2553
屏東縣,318,1003
屏東縣,310,944
屏東縣,834,2703
屏東縣,861,2773
屏東縣,452,1469
屏東縣,794,2540
屏東縣,660,1888
屏東縣,556,1689
屏東縣,828,2533
屏東縣,1171,3282
屏東縣,1781,5168
屏東縣,971,2711
屏東縣,857,3143
屏東縣,761,2645
屏東縣,440,1667
屏東縣,448,1714
屏東縣,374,1320
屏東縣,558,1984
屏東縣,349,1238
屏東縣,672,2449
屏東縣,625,1691
屏東縣,759,1898
屏東縣,758,1919
屏東縣,335,847
屏東縣,1366,3812
屏東縣,777,2228
屏東縣,549,1483
屏東縣,382,1122
屏東縣,968,2606
屏東縣,422,1312
屏東縣,664,1942
屏東縣,388,1079
屏東縣,207,519
屏東縣,284,801
屏東縣,384,1225
屏東縣,354,1143
屏東縣,392,1182
屏東縣,397,1260
屏東縣,388,1118
屏東縣,222,598
屏東縣,619,1656
屏東縣,586,1602
屏東縣,350,952
屏東縣,712,2063
屏東縣,766,2280
屏東縣,834,2416
屏東縣,396,1150
屏東縣,308,846
屏東縣,462,1373
屏東縣,440,1287
屏東縣,487,1348
屏東縣,1021,2956
屏東縣,851,2480
屏東縣,530,1432
屏東縣,392,1152
屏東縣,639,1956
屏東縣,486,1355
屏東縣,450,1276
屏東縣,649,1919
屏東縣,338,960
屏東縣,642,1671
屏東縣,273,662
屏東縣,285,743
屏東縣,341,865
屏東縣,171,459
屏東縣,421,1063
屏東縣,581,1405
屏東縣,173,481
屏東縣,173,497
屏東縣,213,613
屏東縣,212,478
屏東縣,639,1730
屏東縣,174,438
屏東縣,573,1491
屏東縣,529,1480
屏東縣,222,661
屏東縣,564,1498
屏東縣,159,380
屏東縣,149,339
屏東縣,465,1202
屏東縣,770,2279
屏東縣,457,1156
屏東縣,445,1023
屏東縣,499,1734
屏東縣,132,403
屏東縣,205,682
屏東縣,227,728
屏東縣,238,878
屏東縣,196,697
屏東縣,126,399
屏東縣,165,556
屏東縣,271,871
屏東縣,232,756
屏東縣,423,1365
屏東縣,116,347
屏東縣,53,209
屏東縣,159,493
屏東縣,125,423
屏東縣,179,490
屏東縣,179,520
屏東縣,335,995
屏東縣,329,1281
屏東縣,294,1056
屏東縣,157,536
屏東縣,725,2385
屏東縣,255,1003
屏東縣,305,1153
屏東縣,168,715
屏東縣,137,456
屏東縣,224,913
屏東縣,228,977
屏東縣,344,1127
屏東縣,198,696
屏東縣,255,874
屏東縣,389,1319
屏東縣,292,1031
屏東縣,305,1073
屏東縣,453,1447
屏東縣,343,1122
屏東縣,222,815
屏東縣,91,413
屏東縣,303,1090
屏東縣,241,780
屏東縣,154,577
屏東縣,277,854
屏東縣,298,888
屏東縣,246,779
屏東縣,89,239
屏東縣,103,326
屏東縣,184,609
屏東縣,208,729
屏東縣,123,394
屏東縣,728,1846
屏東縣,293,773
屏東縣,178,489
屏東縣,190,402
屏東縣,226,637
屏東縣,245,616
臺東縣,668,1698
臺東縣,388,989
臺東縣,1012,2264
臺東縣,1134,3053
臺東縣,1198,3093
臺東縣,1136,3140
臺東縣,2987,7658
臺東縣,1441,3527
臺東縣,403,1022
臺東縣,1245,3974
臺東縣,1368,4203
臺東縣,1812,5382
臺東縣,710,2402
臺東縣,283,707
臺東縣,733,1944
臺東縣,276,728
臺東縣,617,1504
臺東縣,399,989
臺東縣,330,808
臺東縣,382,920
臺東縣,373,934
臺東縣,414,963
臺東縣,460,1312
臺東縣,401,1101
臺東縣,305,741
臺東縣,382,1127
臺東縣,211,511
臺東縣,196,461
臺東縣,737,1864
臺東縣,866,2423
臺東縣,1245,3179
臺東縣,1342,3535
臺東縣,571,1843
臺東縣,850,2575
臺東縣,590,1592
臺東縣,1390,3807
臺東縣,501,1210
臺東縣,3537,9370
臺東縣,2043,5950
臺東縣,924,2796
臺東縣,467,1431
臺東縣,614,1635
臺東縣,402,1079
臺東縣,562,1494
臺東縣,548,1532
臺東縣,836,2318
臺東縣,324,717
臺東縣,490,1146
臺東縣,626,1639
臺東縣,1127,3198
臺東縣,777,2272
臺東縣,949,2735
臺東縣,355,868
臺東縣,788,2115
臺東縣,680,1918
臺東縣,479,1414
臺東縣,375,1068
臺東縣,352,995
臺東縣,748,2053
臺東縣,231,648
臺東縣,335,848
臺東縣,211,576
臺東縣,184,473
臺東縣,248,597
臺東縣,164,392
臺東縣,517,1349
臺東縣,547,1546
臺東縣,483,1182
臺東縣,955,2618
臺東縣,513,1355
臺東縣,1326,3414
臺東縣,458,1246
臺東縣,499,1398
臺東縣,564,1353
臺東縣,351,883
臺東縣,529,1361
臺東縣,664,1684
臺東縣,692,1747
臺東縣,284,659
臺東縣,526,1501
臺東縣,276,728
臺東縣,309,707
臺東縣,298,652
臺東縣,690,1701
臺東縣,887,2145
臺東縣,361,890
臺東縣,812,2002
臺東縣,465,1054
臺東縣,873,1819
臺東縣,520,1438
臺東縣,448,1130
臺東縣,137,318
臺東縣,269,591
臺東縣,507,1067
臺東縣,1025,2498
臺東縣,302,739
臺東縣,551,1422
臺東縣,240,669
臺東縣,870,2291
臺東縣,389,1026
臺東縣,578,1444
臺東縣,275,762
臺東縣,398,1005
臺東縣,391,1071
臺東縣,627,1710
臺東縣,422,1027
臺東縣,491,1279
臺東縣,481,1275
臺東縣,542,1375
臺東縣,278,771
臺東縣,146,368
臺東縣,336,918
臺東縣,867,2289
臺東縣,163,402
臺東縣,383,1026
臺東縣,154,401
臺東縣,173,451
臺東縣,197,502
臺東縣,294,989
臺東縣,354,1197
臺東縣,440,1604
臺東縣,229,728
臺東縣,114,359
臺東縣,141,515
臺東縣,225,726
臺東縣,362,1248
臺東縣,252,1020
臺東縣,99,358
臺東縣,80,329
臺東縣,307,1228
臺東縣,197,730
臺東縣,157,668
臺東縣,276,701
臺東縣,337,962
臺東縣,145,383
臺東縣,336,735
臺東縣,204,452
臺東縣,157,356
臺東縣,168,608
臺東縣,210,704
臺東縣,471,1491
臺東縣,132,406
臺東縣,123,378
臺東縣,499,1489
臺東縣,317,915
臺東縣,555,1477
臺東縣,413,1170
花蓮縣,744,1773
花蓮縣,950,2325
花蓮縣,239,624
花蓮縣,296,723
花蓮縣,279,718
花蓮縣,1412,3846
花蓮縣,1176,2483
花蓮縣,1549,4468
花蓮縣,833,2015
花蓮縣,965,2429
花蓮縣,23,51
花蓮縣,221,565
花蓮縣,280,738
花蓮縣,1595,4538
花蓮縣,524,1337
花蓮縣,2348,5978
花蓮縣,1710,4259
花蓮縣,1708,4464
花蓮縣,637,1552
花蓮縣,305,874
花蓮縣,875,2427
花蓮縣,599,1522
花蓮縣,1406,3074
花蓮縣,714,2081
花蓮縣,437,1117
花蓮縣,306,696
花蓮縣,278,648
花蓮縣,425,1129
花蓮縣,1300,3339
花蓮縣,276,608
花蓮縣,995,2653
花蓮縣,438,1191
花蓮縣,1430,3421
花蓮縣,282,809
花蓮縣,216,526
花蓮縣,402,1007
花蓮縣,2456,6649
花蓮縣,1107,2989
花蓮縣,421,1083
花蓮縣,614,1692
花蓮縣,1952,4957
花蓮縣,1141,3158
花蓮縣,2088,4336
花蓮縣,1843,4697
花蓮縣,1679,4190
花蓮縣,516,1381
花蓮縣,289,742
花蓮縣,268,712
花蓮縣,533,1343
花蓮縣,596,1547
花蓮縣,262,537
花蓮縣,547,1420
花蓮縣,256,645
花蓮縣,266,616
花蓮縣,368,934
花蓮縣,461,1135
花蓮縣,44,104
花蓮縣,2236,6358
花蓮縣,799,2031
花蓮縣,531,1541
花蓮縣,489,1740
花蓮縣,515,1489
花蓮縣,503,1482
花蓮縣,296,775
花蓮縣,472,1127
花蓮縣,227,645
花蓮縣,687,1802
花蓮縣,614,1843
花蓮縣,381,1016
花蓮縣,292,902
花蓮縣,415,1025
花蓮縣,468,1274
花蓮縣,588,1552
花蓮縣,368,1058
花蓮縣,1007,2797
花蓮縣,1667,4531
花蓮縣,408,1133
花蓮縣,1747,4514
花蓮縣,633,1533
花蓮縣,1169,3073
花蓮縣,3319,8717
花蓮縣,2171,5665
花蓮縣,1588,4239
花蓮縣,1857,4753
花蓮縣,2931,7808
花蓮縣,2338,5891
花蓮縣,1195,3324
花蓮縣,645,1795
花蓮縣,652,1442
花蓮縣,1213,3383
花蓮縣,1287,3714
花蓮縣,1769,4924
花蓮縣,1715,4764
花蓮縣,2688,7016
花蓮縣,2367,6120
花蓮縣,974,2493
花蓮縣,1928,5071
花蓮縣,860,2118
花蓮縣,160,396
花蓮縣,429,1190
花蓮縣,837,2254
花蓮縣,577,1630
花蓮縣,372,1040
花蓮縣,262,681
花蓮縣,721,1890
花蓮縣,327,926
花蓮縣,384,902
花蓮縣,631,1617
花蓮縣,1223,2993
花蓮縣,128,289
花蓮縣,362,973
花蓮縣,384,879
花蓮縣,263,531
花蓮縣,395,1006
花蓮縣,590,1474
花蓮縣,425,1093
花蓮縣,486,1196
花蓮縣,491,1286
花蓮縣,211,532
花蓮縣,348,922
花蓮縣,217,576
花蓮縣,156,372
花蓮縣,196,527
花蓮縣,395,1153
花蓮縣,409,1097
花蓮縣,335,975
花蓮縣,371,1018
花蓮縣,712,1928
花蓮縣,269,678
花蓮縣,156,398
花蓮縣,313,804
花蓮縣,272,749
花蓮縣,937,2281
花蓮縣,802,2092
花蓮縣,254,629
花蓮縣,479,1121
花蓮縣,262,709
花蓮縣,428,1068
花蓮縣,348,993
花蓮縣,116,395
花蓮縣,365,905
花蓮縣,403,1024
花蓮縣,303,718
花蓮縣,218,550
花蓮縣,492,1194
花蓮縣,245,780
花蓮縣,283,668
花蓮縣,491,1244
花蓮縣,180,495
花蓮縣,371,1041
花蓮縣,159,453
花蓮縣,604,1608
花蓮縣,184,546
花蓮縣,291,717
花蓮縣,219,589
花蓮縣,268,760
花蓮縣,539,1768
花蓮縣,685,2191
花蓮縣,685,2201
花蓮縣,416,1493
花蓮縣,423,1482
花蓮縣,376,1373
花蓮縣,710,2174
花蓮縣,370,1223
花蓮縣,570,1755
花蓮縣,453,1343
花蓮縣,221,678
花蓮縣,309,952
花蓮縣,282,823
花蓮縣,380,1340
花蓮縣,438,1285
花蓮縣,176,678
花蓮縣,372,1206
花蓮縣,226,891
花蓮縣,251,853
花蓮縣,330,1281
花蓮縣,320,1135
澎湖縣,313,522
澎湖縣,261,638
澎湖縣,258,609
澎湖縣,411,1061
澎湖縣,453,1169
澎湖縣,410,896
澎湖縣,917,2283
澎湖縣,1864,4735
澎湖縣,570,1390
澎湖縣,2292,6419
澎湖縣,1109,2885
澎湖縣,564,1661
澎湖縣,3169,6349
澎湖縣,1396,3811
澎湖縣,1303,3833
澎湖縣,898,1985
澎湖縣,338,880
澎湖縣,376,1014
澎湖縣,1043,2929
澎湖縣,156,475
澎湖縣,811,2256
澎湖縣,230,650
澎湖縣,381,1097
澎湖縣,418,1114
澎湖縣,229,628
澎湖縣,647,1927
澎湖縣,955,2727
澎湖縣,219,377
澎湖縣,137,452
澎湖縣,446,1351
澎湖縣,494,1560
澎湖縣,361,868
澎湖縣,116,363
澎湖縣,446,1246
澎湖縣,144,400
澎湖縣,107,280
澎湖縣,117,313
澎湖縣,280,768
澎湖縣,127,363
澎湖縣,307,808
澎湖縣,298,713
澎湖縣,349,807
澎湖縣,53,147
澎湖縣,92,238
澎湖縣,101,331
澎湖縣,443,741
澎湖縣,115,301
澎湖縣,358,933
澎湖縣,126,296
澎湖縣,28,112
澎湖縣,341,874
澎湖縣,390,1194
澎湖縣,277,722
澎湖縣,630,1993
澎湖縣,305,824
澎湖縣,212,605
澎湖縣,232,755
澎湖縣,33,119
澎湖縣,54,167
澎湖縣,145,366
澎湖縣,93,243
澎湖縣,70,197
澎湖縣,664,1928
澎湖縣,129,311
澎湖縣,337,789
澎湖縣,282,858
澎湖縣,514,1567
澎湖縣,407,1222
澎湖縣,91,266
澎湖縣,87,321
澎湖縣,107,335
澎湖縣,166,505
澎湖縣,91,324
澎湖縣,337,945
澎湖縣,260,768
澎湖縣,69,175
澎湖縣,266,671
澎湖縣,102,228
澎湖縣,247,623
澎湖縣,497,1467
澎湖縣,804,2385
澎湖縣,296,742
澎湖縣,193,469
澎湖縣,138,318
澎湖縣,167,470
澎湖縣,607,1606
澎湖縣,187,611
澎湖縣,104,264
澎湖縣,159,269
澎湖縣,133,351
澎湖縣,121,273
澎湖縣,236,637
澎湖縣,284,702
澎湖縣,165,410
澎湖縣,131,370
澎湖縣,400,1367
基隆市,406,803
基隆市,646,1431
基隆市,462,1063
基隆市,521,1264
基隆市,687,1406
基隆市,605,1473
基隆市,651,1497
基隆市,431,999
基隆市,591,1294
基隆市,1174,2660
基隆市,634,1475
基隆市,982,2348
基隆市,933,2282
基隆市,614,1454
基隆市,552,1414
基隆市,794,2121
基隆市,490,1208
基隆市,612,1526
基隆市,642,1747
基隆市,601,1505
基隆市,227,605
基隆市,2585,5896
基隆市,1067,2254
基隆市,511,1153
基隆市,2913,6035
基隆市,2195,5844
基隆市,1696,4399
基隆市,1247,2940
基隆市,1665,4220
基隆市,953,2315
基隆市,983,2535
基隆市,658,1785
基隆市,482,1178
基隆市,1072,2591
基隆市,2028,4980
基隆市,1527,4180
基隆市,946,2458
基隆市,182,500
基隆市,147,306
基隆市,164,374
基隆市,933,1937
基隆市,271,489
基隆市,943,2426
基隆市,2534,7101
基隆市,1636,4490
基隆市,1061,2871
基隆市,671,1661
基隆市,308,764
基隆市,344,781
基隆市,1680,4196
基隆市,1267,3097
基隆市,1346,3383
基隆市,1221,2920
基隆市,1156,3003
基隆市,187,516
基隆市,2067,5411
基隆市,235,521
基隆市,2231,5691
基隆市,2718,6447
基隆市,944,2505
基隆市,579,1543
基隆市,916,2288
基隆市,1029,2596
基隆市,1383,3490
基隆市,1038,2465
基隆市,505,1269
基隆市,584,1407
基隆市,487,1075
基隆市,735,1764
基隆市,373,872
基隆市,475,1112
基隆市,1240,2853
基隆市,338,894
基隆市,627,1486
基隆市,387,875
基隆市,853,1979
基隆市,424,959
基隆市,500,978
基隆市,480,959
基隆市,370,820
基隆市,475,1146
基隆市,478,1259
基隆市,1393,3272
基隆市,411,794
基隆市,290,598
基隆市,432,857
基隆市,338,706
基隆市,1287,2838
基隆市,419,882
基隆市,501,1135
基隆市,357,871
基隆市,438,1086
基隆市,379,885
基隆市,646,1472
基隆市,341,874
基隆市,594,1357
基隆市,504,1189
基隆市,650,1565
基隆市,795,2058
基隆市,712,1823
基隆市,705,1483
基隆市,297,706
基隆市,405,999
基隆市,347,799
基隆市,429,978
基隆市,420,1050
基隆市,753,1851
基隆市,2352,6304
基隆市,2492,6483
基隆市,1667,4403
基隆市,246,525
基隆市,2823,7626
基隆市,582,1382
基隆市,491,1194
基隆市,646,1587
基隆市,527,1216
基隆市,426,1086
基隆市,858,2409
基隆市,854,2282
基隆市,1494,3681
基隆市,393,967
基隆市,279,661
基隆市,1808,4600
基隆市,681,1751
基隆市,2448,6077
基隆市,1741,4570
基隆市,1376,3202
基隆市,2127,5894
基隆市,1608,4119
基隆市,1751,4583
基隆市,1226,3185
基隆市,1587,3547
基隆市,2088,5356
基隆市,1562,3931
基隆市,2238,5399
基隆市,1497,3600
基隆市,2071,5068
基隆市,578,1365
基隆市,614,1414
基隆市,601,1281
基隆市,1141,2624
基隆市,359,845
基隆市,818,1684
基隆市,384,808
基隆市,732,1804
基隆市,784,1773
基隆市,728,1722
基隆市,1038,2541
基隆市,810,2031
基隆市,1656,4019
基隆市,1300,3120
基隆市,545,1483
基隆市,1912,4642
基隆市,1492,3878
基隆市,1530,3823
基隆市,1089,2963
基隆市,2882,7773
新竹縣,365,798
新竹縣,705,1610
新竹縣,424,1010
新竹縣,269,591
新竹縣,294,703
新竹縣,157,369
新竹縣,322,784
新竹縣,234,603
新竹縣,361,901
新竹縣,313,846
新竹縣,937,1816
新竹縣,303,772
新竹縣,1575,4257
新竹縣,1279,3528
新竹縣,638,1746
新竹縣,2523,6594
新竹縣,896,2326
新竹縣,2102,5894
新竹縣,1995,5677
新竹縣,2327,6295
新竹縣,2671,7149
新竹縣,1148,3276
新竹縣,1034,3012
新竹縣,2257,5940
新竹縣,2168,5068
新竹縣,3132,8899
新竹縣,1575,4497
新竹縣,1396,4169
新竹縣,1283,3536
新竹縣,2200,6118
新竹縣,2361,7093
新竹縣,630,1517
新竹縣,1570,3981
新竹縣,455,1213
新竹縣,1512,3680
新竹縣,1590,4004
新竹縣,997,3629
新竹縣,1165,4016
新竹縣,729,2628
新竹縣,1687,4498
新竹縣,3329,7770
新竹縣,2499,6904
新竹縣,2006,5862
新竹縣,2555,6441
新竹縣,2101,5949
新竹縣,2821,8886
新竹縣,1046,2992
新竹縣,1437,4113
新竹縣,2250,6696
新竹縣,904,2320
新竹縣,1432,4306
新竹縣,2289,5860
新竹縣,2136,4798
新竹縣,269,607
新竹縣,357,843
新竹縣,348,868
新竹縣,211,548
新竹縣,510,1312
新竹縣,289,607
新竹縣,746,1783
新竹縣,441,1101
新竹縣,285,636
新竹縣,406,1018
新竹縣,296,756
新竹縣,655,1759
新竹縣,708,1912
新竹縣,2157,6233
新竹縣,1398,3511
新竹縣,1692,4571
新竹縣,878,2604
新竹縣,615,1967
新竹縣,1583,4674
新竹縣,315,1090
新竹縣,1185,3370
新竹縣,2485,7353
新竹縣,2330,5545
新竹縣,2427,6560
新竹縣,225,669
新竹縣,1052,2927
新竹縣,655,1803
新竹縣,1499,3901
新竹縣,1593,4179
新竹縣,680,2247
新竹縣,1900,4769
新竹縣,2139,6151
新竹縣,1269,3414
新竹縣,1588,4776
新竹縣,147,344
新竹縣,2054,5825
新竹縣,2348,7006
新竹縣,1831,6015
新竹縣,2109,4816
新竹縣,2180,5884
新竹縣,2512,7027
新竹縣,3222,8048
新竹縣,820,2602
新竹縣,876,1775
新竹縣,1657,3682
新竹縣,923,2891
新竹縣,1932,6369
新竹縣,877,2730
新竹縣,920,2709
新竹縣,717,2516
新竹縣,1472,4100
新竹縣,1126,3428
新竹縣,1897,4766
新竹縣,2576,5987
新竹縣,1750,4543
新竹縣,1319,3779
新竹縣,1736,5151
新竹縣,1100,3397
新竹縣,404,1332
新竹縣,724,2411
新竹縣,838,2692
新竹縣,365,1065
新竹縣,287,1013
新竹縣,307,977
新竹縣,692,2068
新竹縣,1566,5246
新竹縣,520,1699
新竹縣,284,994
新竹縣,1857,4883
嘉義縣,1769,5218
嘉義縣,1434,4253
嘉義縣,1292,3661
嘉義縣,1476,3999
嘉義縣,879,2671
嘉義縣,1892,4987
嘉義縣,1782,5078
嘉義縣,1571,4767
嘉義縣,1120,2822
嘉義縣,851,2178
嘉義縣,2001,5321
嘉義縣,752,2140
嘉義縣,397,1295
嘉義縣,1276,3481
嘉義縣,1067,2591
嘉義縣,934,2385
嘉義縣,624,1623
嘉義縣,778,1926
嘉義縣,623,1626
嘉義縣,1591,4085
嘉義縣,944,2532
嘉義縣,1022,2989
嘉義縣,1216,3168
嘉義縣,922,2889
嘉義縣,1694,4720
嘉義縣,1547,4504
嘉義縣,980,2612
嘉義縣,962,2217
嘉義縣,887,2403
嘉義縣,959,2417
嘉義縣,942,2211
嘉義縣,966,2283
嘉義縣,1056,2655
嘉義縣,1156,3498
嘉義縣,1068,2759
嘉義縣,1037,2560
嘉義縣,1743,4641
嘉義縣,857,2294
嘉義縣,1214,3453
嘉義縣,333,997
嘉義縣,862,2561
嘉義縣,986,2758
嘉義縣,900,2501
嘉義縣,1844,4976
嘉義縣,1668,5210
嘉義縣,1389,3823
嘉義縣,1061,3372
嘉義縣,599,1848
嘉義縣,478,1322
嘉義縣,809,2478
嘉義縣,1908,4886
嘉義縣,1339,3699
嘉義縣,1579,4077
嘉義縣,1327,4001
嘉義縣,698,2015
嘉義縣,2874,7953
嘉義縣,969,2622
嘉義縣,975,2312
嘉義縣,757,1947
嘉義縣,901,2410
嘉義縣,2529,7390
嘉義縣,2529,7044
嘉義縣,1682,5647
嘉義縣,1620,4463
嘉義縣,855,2218
嘉義縣,869,2061
嘉義縣,2161,6391
嘉義縣,753,1670
嘉義縣,743,1962
嘉義縣,925,2268
嘉義縣,814,2077
嘉義縣,1148,2605
嘉義縣,1127,2715
嘉義縣,720,1669
嘉義縣,734,1718
嘉義縣,780,1941
嘉義縣,728,2000
嘉義縣,1003,2644
嘉義縣,1784,5118
嘉義縣,1237,3471
嘉義縣,641,2101
嘉義縣,1649,4363
嘉義縣,1749,4918
嘉義縣,403,1281
金門縣,1676,5778
金門縣,3430,11455
金門縣,1907,6149
金門縣,1477,4791
金門縣,1167,3980
金門縣,661,2201
金門縣,905,3025
金門縣,1441,4904
金門縣,1566,4903
金門縣,1093,3788
金門縣,821,2691
金門縣,529,1979
金門縣,1015,3435
金門縣,2522,8123
金門縣,487,1639
金門縣,536,1770
金門縣,1754,5650
金門縣,617,2028
金門縣,403,1256
金門縣,828,2534
金門縣,648,2164
金門縣,472,1622
金門縣,675,2284
金門縣,752,2527
金門縣,1042,3460
金門縣,1403,4577
金門縣,499,1596
金門縣,1863,6027
金門縣,1562,5368
金門縣,1574,7748
金門縣,707,2998
金門縣,415,1509
金門縣,642,2564
金門縣,909,3690
金門縣,396,1655
金門縣,51,301
金門縣,82,363
連江縣,493,2339
連江縣,227,1350
連江縣,181,910
連江縣,192,906
連江縣,115,557
連江縣,72,376
連江縣,116,616
連江縣,28,205
連江縣,26,165
連江縣,233,1121
連江縣,45,190
連江縣,65,353
連江縣,54,196
連江縣,66,323
連江縣,29,142
連江縣,82,452
連江縣,38,225
連江縣,22,78
連江縣,47,267
連江縣,89,508
連江縣,145,573
連江縣,171,694
